@relation FloodingsSP-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-3

@attribute distance numeric
@attribute mm_1h numeric
@attribute mm_2h numeric
@attribute mm_3h numeric
@attribute mm_4h numeric
@attribute mm_6h numeric
@attribute mm_12h numeric
@attribute mm_24h numeric
@attribute mm_48h numeric
@attribute mm_72h numeric
@attribute mm_96h numeric
@attribute mm_120h numeric
@attribute class {0,1}

@data
1689.904798,0,0,0.066667,0.05,0.066667,0.066667,0.075,0.0875,0.113889,0.170833,0.211667,1
1689.904798,?,?,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.002083,0.174468,0
1619.659587,0,0,0,0,0,0,0.180833,0.574792,0.383194,0.385937,0.30875,1
1619.659587,?,?,?,?,?,?,0.008333,0.313681,0.252635,0.236808,0.207856,0
1768.950639,30.26,27.4,18.266667,13.7,9.133333,4.566667,2.31625,1.273333,0.865417,0.655312,0.52425,1
1828.503768,1.39,1.585,1.19,0.9925,0.961667,0.563333,0.3725,1.327917,0.934583,0.742188,0.59375,1
988.79799,0.2,0.1,0.133333,0.1,0.066667,0.116667,0.241667,0.128958,0.08875,0.066562,0.05325,1
988.79799,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.128663,0.072144,0.05706,0.051332,0.043559,0
988.79799,10.61,12.48,12.45,10.955,7.828333,3.930833,2.452917,1.463958,0.975972,0.731979,0.664583,1
988.79799,1.184167,1.056042,11.153333,8.365,5.576667,2.788333,1.394167,0.697083,0.464722,0.3575,0.311,0
464.640472,22.84,11.42,7.613333,5.71,3.806667,1.903333,0.951667,0.475833,0.317222,0.237917,0.190333,1
464.640472,3.908667,2.730167,2.026,1.667083,1.291833,0.803417,0.449861,0.254729,0.218634,0.202174,0.001667,0
679.101545,3.34,5.21,3.54,3.54,2.36,1.18,0.64,0.34875,0.265278,0.198958,0.159167,1
679.101545,0.2,2.730167,2.026,1.667083,1.291833,0.803417,0.449861,0.254729,0.218634,0.002083,0.001667,0
822.505573,26.78,13.39,8.926667,6.695,4.463333,2.231667,1.115833,0.557917,0.371944,0.278958,0.223167,1
822.505573,25.39,2.730167,2.026,1.667083,1.291833,0.803417,0.449861,0.254729,0.218634,0.202174,0.197897,0
1449.073769,4.72,2.36,1.573333,1.18,0.786667,3.869167,1.934583,0.967292,0.644861,0.483646,0.386917,1
1449.073769,3.908667,0.1,0.066667,0.05,0.033333,3.501667,1.750833,0.254729,0.218634,0.202174,0.197897,0
189.254906,0,5.215,3.476667,2.6075,1.738333,0.885833,0.812083,0.406042,0.270694,0.203021,0.162417,1
189.254906,?,2.163611,1.581111,1.387222,1.074074,0.598796,0.335255,0.238432,0.221914,0.012292,0.009833,0
356.644846,21.84,21.89,20.756667,15.5675,10.378333,5.189167,2.6275,1.375208,0.925,0.69375,0.555,1
356.644846,14.95,8.36,5.573333,7.2775,5.533333,2.766667,1.383333,0.747083,0.705417,0.245052,0.227424,0
417.919625,17.52,8.76,7.546667,5.66,3.773333,1.886667,1.00125,0.980417,0.653611,0.498333,0.464333,1
417.919625,14.95,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
417.919625,11.19,5.89,3.926667,2.945,1.963333,0.981667,0.490833,0.245417,0.163611,0.122708,0.129417,1
417.919625,3.605556,2.163611,1.581111,1.387222,1.074074,0.598796,0.335255,0.238432,0.002778,0.012292,0.009833,0
485.815329,3.15,1.875,1.25,0.9375,0.625,0.3125,0.15625,0.747083,0.498056,0.391875,0.356167,1
485.815329,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.747083,0.221914,0.245052,0.227424,0
566.859268,14.38,16.055,10.703333,8.0275,5.351667,2.675833,1.337917,0.705833,0.53875,0.410313,0.32825,1
566.859268,3.605556,8.36,5.573333,7.2775,1.074074,0.598796,0.335255,0.238432,0.221914,0.245052,0.227424,0
566.859268,11.36,5.68,3.786667,2.84,1.893333,0.946667,0.481667,0.245,0.270278,0.285,0.270667,1
566.859268,3.605556,2.163611,1.581111,1.387222,1.074074,0.598796,0.335255,0.238432,0.221914,0.245052,0.227424,0
599.947838,13.34,6.67,4.446667,3.5325,2.52,1.26,0.655,0.3275,0.327917,0.245938,0.19675,1
599.947838,3.605556,2.163611,1.581111,1.387222,1.074074,0.598796,0.335255,0.238432,0.221914,0.245052,0.009833,0
599.947838,9.65,4.825,3.216667,2.4625,1.641667,0.8375,1.225833,0.772708,0.542778,0.495208,0.397833,1
599.947838,3.605556,2.163611,1.581111,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
599.947838,16.92,8.46,5.64,4.23,2.82,1.41,0.779167,0.442708,0.295139,0.221354,0.177083,1
599.947838,14.95,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.238432,0.221914,0.012292,0.009833,0
620.767669,0,0,0,0,0,1.954167,1.232083,0.845625,0.779722,0.738646,0.838083,1
620.767669,?,?,?,?,?,0.598796,0.335255,0.747083,0.705417,0.245052,0.676417,0
624.101812,6.28,5.105,3.47,2.7025,1.835,0.950833,0.492083,0.87625,0.586944,0.485521,0.419667,1
624.101812,3.605556,2.163611,1.581111,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
624.101812,0,0,0.066667,0.05,1.541667,1.1975,0.59875,0.299375,0.202361,0.482396,0.458,1
624.101812,?,?,0.066667,0.05,1.074074,0.598796,0.335255,0.238432,0.002778,0.245052,0.227424,0
624.101812,0,0,0,0,0,0,0,0,0,0.053333,0.162417,1
624.101812,?,?,?,?,?,?,?,?,?,0.012292,0.009833,0
645.652288,11.36,5.68,3.786667,2.84,1.893333,0.946667,0.481667,0.245,0.270278,0.285,0.270667,1
645.652288,3.605556,2.163611,1.581111,1.387222,1.074074,0.598796,0.335255,0.238432,0.221914,0.245052,0.227424,0
687.027197,3.93,4.62,9.633333,7.3725,4.915,2.4575,1.22875,0.614375,0.409583,0.307188,0.24575,1
687.027197,3.605556,2.163611,5.573333,7.2775,1.074074,0.598796,0.335255,0.238432,0.221914,0.245052,0.227424,0
687.335551,19.66,10.125,6.75,5.0625,3.375,1.6875,0.84375,0.421875,0.28125,0.210938,0.2,1
687.335551,14.95,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.238432,0.221914,0.012292,0.009833,0
768.867332,5.5,5.5,3.993333,3.045,2.096667,1.081667,0.5575,0.908958,0.60875,0.501875,0.43275,1
768.867332,3.605556,2.163611,1.581111,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
792.445317,23.45,13.005,8.67,6.5025,4.335,2.1675,1.08375,0.833333,0.555556,0.457708,0.366167,1
792.445317,14.95,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
849.216361,3.34,3.64,5.186667,3.94,2.66,2.726667,1.39625,0.698125,0.465417,0.349062,0.27925,1
849.216361,0.2,2.163611,1.581111,1.387222,1.074074,0.598796,1.383333,0.238432,0.221914,0.245052,0.227424,0
849.216361,3.34,3.64,5.186667,3.94,2.66,2.726667,1.39625,0.698125,0.465417,0.349062,0.27925,1
849.216361,0.2,2.163611,1.581111,1.387222,1.074074,0.598796,1.383333,0.238432,0.221914,0.245052,0.227424,0
849.216361,10.25,5.72,3.88,2.91,2.14,2.449167,1.224583,0.612292,0.408194,0.306146,0.244917,1
849.216361,3.605556,2.163611,1.581111,1.387222,1.074074,0.598796,0.335255,0.238432,0.221914,0.245052,0.227424,0
849.216361,0,0,0,0.05,1.148333,1.643333,1.404583,0.702292,0.468194,0.351146,0.280917,1
849.216361,?,?,?,0.05,1.074074,0.598796,1.383333,0.238432,0.221914,0.245052,0.227424,0
849.216361,23.25,12.805,8.536667,6.4025,4.268333,2.134167,1.067083,0.825,0.560972,0.453542,0.362833,1
849.216361,14.95,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
849.216361,0,0,0,0,0,0.033333,0.590417,1.535625,1.02375,0.767812,0.61425,1
849.216361,?,?,?,?,?,0.016667,0.335255,0.747083,0.705417,0.245052,0.227424,0
849.216361,0,0,0,0.05,2.626667,2.431667,1.404583,0.702292,0.468194,0.351146,0.280917,1
849.216361,?,?,?,0.05,1.074074,0.598796,1.383333,0.238432,0.221914,0.245052,0.227424,0
849.216361,0,0,0,0.05,1.246667,1.725,1.404583,0.702292,0.468194,0.351146,0.280917,1
849.216361,?,?,?,0.05,1.074074,0.598796,1.383333,0.238432,0.221914,0.245052,0.227424,0
849.216361,0,0,0,0.05,1.148333,1.643333,1.404583,0.702292,0.468194,0.351146,0.280917,1
849.216361,?,?,?,0.05,1.074074,0.598796,1.383333,0.238432,0.221914,0.245052,0.227424,0
849.216361,0.2,1.77,2.493333,3.94,2.66,2.743333,1.404583,0.702292,0.468194,0.351146,0.280917,1
849.216361,0.2,0.1,1.581111,1.387222,1.074074,0.598796,1.383333,0.238432,0.221914,0.245052,0.227424,0
849.216361,1,0.5,0.333333,0.25,0.398333,0.464167,0.437917,0.92125,0.614167,0.460625,0.3685,1
849.216361,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.335255,0.747083,0.221914,0.245052,0.227424,0
849.216361,2.56,1.48,0.986667,0.79,0.788333,0.706667,0.461667,0.428958,0.754306,0.565729,0.452583,1
849.216361,0.2,0.1,0.066667,0.05,0.033333,0.598796,0.335255,0.238432,0.705417,0.245052,0.227424,0
849.216361,9.25,5.41,8.563333,9.0125,6.14,3.07,1.535,1.058958,0.705972,0.570417,0.456333,1
849.216361,3.605556,2.163611,5.573333,7.2775,5.533333,2.766667,1.383333,0.747083,0.705417,0.245052,0.227424,0
849.216361,2.56,6.295,4.263333,9.01,6.433333,3.216667,1.608333,1.095625,0.730417,0.588854,0.471083,1
849.216361,0.2,2.163611,1.581111,7.2775,5.533333,2.766667,1.383333,0.747083,0.705417,0.245052,0.227424,0
849.216361,5.32,12.515,8.67,6.5025,4.335,2.1675,1.08375,0.833333,0.555556,0.457708,0.366167,1
849.216361,3.605556,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
849.216361,23.45,13.005,8.67,6.5025,4.335,2.1675,1.08375,0.833333,0.555556,0.457708,0.366167,1
849.216361,14.95,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
849.216361,23.45,13.005,8.67,6.5025,4.335,2.1675,1.08375,0.833333,0.555556,0.457708,0.366167,1
849.216361,14.95,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
849.216361,0,0,0,0,0,0,0,0.082083,0.054722,0.041042,0.032833,1
849.216361,?,?,?,?,?,?,?,0.004167,0.002778,0.012292,0.009833,0
849.216361,14.87,12.615,8.67,6.5025,4.335,2.1675,1.08375,0.833333,0.555556,0.457708,0.366167,1
849.216361,3.605556,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
849.216361,0,0,0,0,0.721667,1.43,1.404583,0.702292,0.468194,0.351146,0.280917,1
849.216361,?,?,?,?,0.033333,0.598796,1.383333,0.238432,0.221914,0.245052,0.227424,0
849.216361,32.84,25.525,17.016667,12.7625,8.508333,4.254167,2.127083,1.063542,0.709028,0.531771,0.425417,1
849.216361,14.95,8.36,5.573333,7.2775,5.533333,2.766667,1.383333,0.747083,0.705417,0.245052,0.227424,0
849.216361,0,0,0.066667,0.1,4.588333,4.746667,2.373333,1.186667,0.791111,0.593333,0.474667,1
849.216361,?,?,0.066667,0.05,1.074074,2.766667,1.383333,0.747083,0.705417,0.245052,0.227424,0
849.216361,0.6,0.895,0.863333,0.6475,0.431667,0.2325,2.480833,1.240417,0.826944,0.620208,0.496167,1
849.216361,0.2,0.1,0.066667,0.05,0.033333,0.016667,1.383333,0.747083,0.705417,0.245052,0.227424,0
849.216361,0.2,0.695,0.596667,0.6475,0.431667,0.215833,2.480833,1.240417,0.826944,0.620208,0.496167,1
849.216361,0.2,0.1,0.066667,0.05,0.033333,0.016667,1.383333,0.747083,0.705417,0.245052,0.227424,0
849.216361,0,0,0,0,0,1.33,1.404583,0.702292,0.468194,0.351146,0.280917,1
849.216361,?,?,?,?,?,0.598796,1.383333,0.238432,0.221914,0.245052,0.227424,0
849.216361,23.25,12.805,8.536667,6.4025,4.268333,2.134167,1.067083,0.825,0.560972,0.453542,0.362833,1
849.216361,14.95,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
849.216361,23.25,12.805,8.536667,6.4025,4.268333,2.134167,1.067083,0.825,0.560972,0.453542,0.362833,1
849.216361,14.95,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
849.216361,2.95,17.305,17.016667,13.9425,9.295,4.6475,2.32375,1.161875,0.774583,0.580937,0.46475,1
849.216361,0.2,8.36,5.573333,7.2775,5.533333,2.766667,1.383333,0.747083,0.705417,0.245052,0.227424,0
849.216361,0.79,12.12,8.67,6.5025,4.335,2.1675,1.08375,0.833333,0.555556,0.457708,0.366167,1
849.216361,0.2,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
849.216361,5.32,12.515,8.67,6.5025,4.335,2.1675,1.08375,0.833333,0.555556,0.457708,0.366167,1
849.216361,3.605556,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
849.216361,10.03,5.115,11.163333,9.0125,6.008333,3.004167,1.502083,1.0425,0.695,0.562187,0.44975,1
849.216361,3.605556,2.163611,5.573333,7.2775,5.533333,2.766667,1.383333,0.747083,0.221914,0.245052,0.227424,0
849.216361,23.25,12.805,8.536667,6.4025,4.268333,2.134167,1.067083,0.825,0.560972,0.453542,0.362833,1
849.216361,14.95,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
849.216361,5.32,12.515,8.67,6.5025,4.335,2.1675,1.08375,0.833333,0.555556,0.457708,0.366167,1
849.216361,3.605556,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
849.216361,23.45,13.005,8.67,6.5025,4.335,2.1675,1.08375,0.833333,0.555556,0.457708,0.366167,1
849.216361,14.95,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
853.19974,19.06,9.53,6.353333,4.765,3.176667,1.588333,3.839583,2.160833,1.440556,1.080417,0.864333,1
853.19974,14.95,8.36,5.573333,1.387222,1.074074,0.598796,1.383333,0.747083,0.705417,0.818958,0.676417,0
853.19974,11.09,5.545,3.696667,2.7725,1.848333,0.924167,0.462083,0.231042,0.154028,0.491042,0.624333,1
853.19974,3.605556,2.163611,1.581111,1.387222,1.074074,0.598796,0.335255,0.004167,0.002778,0.245052,0.227424,0
853.19974,14.04,7.02,4.68,3.51,2.34,1.17,0.585,0.2925,0.195,0.521771,0.644,1
853.19974,3.605556,2.163611,1.581111,1.387222,1.074074,0.598796,0.335255,0.238432,0.002778,0.245052,0.227424,0
853.19974,9.65,4.825,3.216667,2.4125,1.641667,0.8375,1.209583,0.764583,0.542778,0.491146,0.397833,1
853.19974,3.605556,2.163611,1.581111,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
853.19974,50.3,25.445,16.963333,12.7225,8.481667,4.240833,2.268333,1.335,0.89,0.739688,0.601583,1
853.19974,14.95,8.36,5.573333,7.2775,5.533333,2.766667,1.383333,0.747083,0.705417,0.245052,0.227424,0
896.158542,0,0,0,0.15,0.1,0.9525,1.260417,0.634375,0.483333,0.401562,0.428083,1
896.158542,?,?,?,0.05,0.033333,0.598796,0.335255,0.238432,0.221914,0.245052,0.227424,0
896.158542,0,0,0,0.1,0.1,0.92,1.260417,0.634375,0.483333,0.401562,0.428083,1
896.158542,?,?,?,0.05,0.033333,0.598796,0.335255,0.238432,0.221914,0.245052,0.227424,0
927.498915,50.69,26.825,17.883333,13.4125,8.941667,4.470833,2.382917,1.3925,0.928333,0.768437,0.624583,1
927.498915,14.95,8.36,5.573333,7.2775,5.533333,2.766667,1.383333,0.747083,0.705417,0.245052,0.227424,0
976.259085,3.95,1.975,1.316667,0.9875,0.658333,0.329167,0.312083,0.320833,0.285,0.22,0.226917,1
976.259085,3.605556,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.238432,0.221914,0.012292,0.009833,0
1024.260362,0,5.02,3.346667,2.51,1.706667,0.87,0.459583,0.772708,0.545417,0.495208,0.401083,1
1024.260362,?,2.163611,1.581111,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
1024.260362,2.95,5.205,7.006667,6.335,4.223333,2.111667,1.195417,1.393125,2.101944,1.576458,1.261167,1
1024.260362,0.2,2.163611,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.705417,0.818958,0.676417,0
1024.260362,0,1.67,1.113333,0.835,0.556667,0.278333,0.213333,0.119167,0.191528,0.149792,0.344417,1
1024.260362,?,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.012292,0.227424,0
1024.260362,2.95,5.205,7.006667,6.335,4.223333,2.111667,1.195417,1.393125,2.101944,1.576458,1.261167,1
1024.260362,0.2,2.163611,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.705417,0.818958,0.676417,0
1042.351757,0.2,0.1,2.23,5.3225,3.941667,2.4475,1.330833,0.845625,0.965417,0.843229,0.83975,1
1042.351757,0.2,0.1,1.581111,1.387222,1.074074,0.598796,0.335255,0.747083,0.705417,0.818958,0.676417,0
1042.351757,0,0,0.066667,0.05,0.723333,1.1975,0.59875,0.299375,0.199583,0.482396,0.458,1
1042.351757,?,?,0.066667,0.05,0.033333,0.598796,0.335255,0.238432,0.002778,0.245052,0.227424,0
1042.351757,0,0,0,0,0,0,0,0,0,0.053333,0.162417,1
1042.351757,?,?,?,?,?,?,?,?,?,0.012292,0.009833,0
1042.351757,3.93,4.62,9.633333,7.3725,4.915,2.4575,1.22875,0.614375,0.409583,0.307188,0.24575,1
1042.351757,3.605556,2.163611,5.573333,7.2775,1.074074,0.598796,0.335255,0.238432,0.221914,0.245052,0.227424,0
1042.351757,0.2,0.795,1.513333,2.2175,2.823333,3.513333,1.756667,0.968542,0.779861,0.625938,0.50075,1
1042.351757,0.2,0.1,0.066667,1.387222,1.074074,2.766667,1.383333,0.747083,0.705417,0.245052,0.227424,0
1042.351757,5.12,2.56,1.706667,1.28,0.853333,0.426667,0.213333,0.119167,0.164167,0.430625,0.3445,1
1042.351757,3.605556,2.163611,1.581111,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.245052,0.227424,0
1042.351757,2.95,4.62,4.386667,3.34,2.293333,1.196667,0.615,0.937917,0.628056,0.51625,0.44425,1
1042.351757,0.2,2.163611,1.581111,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
1561.245835,11.6,16.43,12.923333,9.6925,6.461667,3.230833,2.140417,1.4475,0.965,0.72375,0.579,1
1561.245835,3.605556,8.36,5.573333,7.2775,5.533333,2.766667,1.383333,0.747083,0.705417,0.245052,0.227424,0
1583.30864,40.21,20.4,17.523333,13.1425,8.761667,4.380833,2.190417,1.095208,0.730139,0.547604,0.438083,1
1583.30864,14.95,8.36,5.573333,7.2775,5.533333,2.766667,1.383333,0.747083,0.705417,0.245052,0.227424,0
1607.909763,16.98,8.49,5.66,4.245,2.83,1.415,0.7075,0.35375,0.235833,0.5525,0.634167,1
1607.909763,14.95,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.238432,0.221914,0.245052,0.227424,0
1607.909763,23.43,11.815,7.876667,7.185,4.79,2.395,1.255833,1.1075,0.738333,0.561979,0.513583,1
1607.909763,14.95,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.705417,0.245052,0.227424,0
1607.909763,25.48,22.375,15.64,11.73,7.82,3.91,2.029167,1.067708,0.711806,0.533854,0.427083,1
1607.909763,14.95,8.36,5.573333,7.2775,5.533333,2.766667,1.383333,0.747083,0.705417,0.245052,0.227424,0
1618.305144,0.8,9.42,19.723333,14.89,9.926667,4.963333,2.481667,1.515625,1.010417,0.83,0.664,1
1618.305144,0.2,8.36,5.573333,7.2775,5.533333,2.766667,1.383333,0.747083,0.705417,0.818958,0.227424,0
1635.114155,3.75,1.875,1.25,0.9375,0.625,0.3125,0.15625,0.747083,0.498056,0.391875,0.356167,1
1635.114155,3.605556,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.747083,0.221914,0.245052,0.227424,0
1635.114155,30.76,15.38,10.253333,7.69,5.126667,2.563333,1.454167,0.915625,0.610417,0.53,0.440417,1
1635.114155,14.95,8.36,5.573333,7.2775,1.074074,0.598796,1.383333,0.747083,0.221914,0.245052,0.227424,0
1765.63121,3.54,1.965,1.31,0.9825,0.655,0.3275,0.16375,0.122917,0.081944,0.061458,0.049167,1
1765.63121,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.012292,0.009833,0
1897.141861,2.37,3.05,4.323333,3.735,2.556667,1.328333,0.680833,0.970625,0.649861,0.532708,0.457417,1
1897.141861,0.2,2.163611,1.581111,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
1979.898317,17.52,8.76,7.546667,5.66,3.773333,1.886667,1.00125,0.980417,0.653611,0.498333,0.464333,1
1979.898317,14.95,8.36,5.573333,1.387222,1.074074,0.598796,0.335255,0.747083,0.221914,0.245052,0.227424,0
1979.898317,31.72,15.86,10.573333,7.93,5.286667,2.643333,1.321667,0.6975,0.536111,0.40625,0.325,1
1979.898317,14.95,8.36,5.573333,7.2775,1.074074,0.598796,0.335255,0.238432,0.221914,0.245052,0.227424,0
426.455236,2.56,2.07,1.71,1.2825,0.855,0.4275,0.222083,0.773542,0.515694,0.606042,0.4865,1
426.455236,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.184462,0.122975,0.393542,0.374333,0
426.455236,15.95,8.075,5.45,4.0875,2.725,1.379167,1.813333,1.921667,1.281111,0.960833,0.768667,1
426.455236,5.179167,3.855833,2.641667,2.092083,1.434583,0.737847,1.574167,0.787083,0.524722,0.393542,0.374333,0
426.455236,25.67,12.835,8.556667,6.4175,4.278333,2.139167,1.069583,0.534792,0.356528,0.267396,0.213917,1
426.455236,5.179167,3.855833,2.641667,2.092083,1.434583,0.737847,0.368924,0.184462,0.122975,0.092917,0.102521,0
426.455236,1.19,0.595,0.396667,0.2975,0.198333,0.099167,0.049583,0.033125,0.194583,0.148021,0.118417,1
426.455236,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.122975,0.092917,0.102521,0
426.455236,45.77,24.36,16.24,12.18,8.12,4.06,2.03,1.015,0.676667,0.5075,0.406,1
426.455236,26.96,16.825,11.216667,9.445,6.296667,3.148333,1.574167,0.787083,0.524722,0.393542,0.374333,0
426.455236,6.29,15.405,10.27,7.7025,5.135,2.5675,1.292083,0.646042,0.45,0.573125,0.461833,1
426.455236,5.179167,3.855833,2.641667,2.092083,1.434583,0.737847,0.368924,0.184462,0.122975,0.393542,0.374333,0
426.455236,2.16,1.08,0.72,0.54,0.36,0.18,0.09,0.049167,0.049306,0.108958,0.252833,1
426.455236,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.008333,0.004167,0.002778,0.092917,0.102521,0
426.455236,0.2,0.7,0.466667,1.3825,1.053333,0.543333,0.821667,1.107292,0.959028,0.824063,0.718417,1
426.455236,0.2,0.1,0.066667,0.05,0.033333,0.016667,0.368924,0.787083,0.524722,0.393542,0.374333,0
426.455236,26.33,14.05,9.366667,7.025,4.683333,2.358333,1.729167,0.864583,0.991389,0.795104,0.808083,1
426.455236,5.179167,3.855833,2.641667,2.092083,1.434583,0.737847,1.574167,0.787083,0.524722,0.393542,0.374333,0
426.455236,45.77,24.36,16.24,12.18,8.12,4.06,2.03,1.015,0.676667,0.5075,0.406,1
426.455236,26.96,16.825,11.216667,9.445,6.296667,3.148333,1.574167,0.787083,0.524722,0.393542,0.374333,0
426.455236,26.94,25.44,16.96,12.72,8.48,4.24,2.12,1.06,0.706667,0.53,0.424,1
426.455236,5.179167,16.825,11.216667,9.445,6.296667,3.148333,1.574167,0.787083,0.524722,0.393542,0.374333,0
426.455236,19.6,9.8,6.533333,4.9,3.266667,1.633333,0.825,0.4125,0.52625,0.456458,0.3685,1
426.455236,5.179167,3.855833,2.641667,2.092083,1.434583,0.737847,0.368924,0.184462,0.524722,0.393542,0.102521,0
426.455236,26.88,13.44,8.96,6.72,4.48,2.24,1.128333,0.564167,0.395417,0.532292,0.429167,1
426.455236,5.179167,3.855833,2.641667,2.092083,1.434583,0.737847,0.368924,0.184462,0.122975,0.393542,0.374333,0
713.959672,0,0,0,0,0,0,0,0.394167,0.279306,0.821042,0.714333,1
713.959672,?,?,?,?,?,?,?,0.184462,0.122975,0.393542,0.374333,0
723.45407,0,0,0,0,0,0,0,0.394167,0.279306,0.821042,0.714333,1
723.45407,?,?,?,?,?,?,?,0.184462,0.122975,0.393542,0.374333,0
1539.257458,1.77,2.26,4.06,16.4525,15.513333,7.756667,4.050833,3.405417,2.946528,2.209896,1.767917,1
1539.257458,0.99,0.495,0.33,0.2475,0.165,0.299167,1.363333,0.763958,0.570417,0.59375,0.481667,1
1539.257458,0.99,0.495,0.33,0.2475,0.165,0.315833,1.379583,0.763958,0.573194,0.59375,0.481667,1
1539.257458,0.4,0.79,1.053333,2.02,1.346667,0.673333,0.336667,0.332708,0.221806,0.224063,0.17925,1
1539.257458,0.39,0.195,0.13,0.0975,0.065,0.476667,0.246667,0.332708,1.591528,1.883646,1.912667,1
1539.257458,2.36,1.28,0.92,0.69,0.46,0.246667,0.131667,0.365833,1.550417,1.9125,1.888083,1
1539.257458,0.4,1.38,0.92,0.74,0.493333,0.263333,0.14,0.341458,1.553194,1.914583,1.88975,1
1539.257458,0.6,0.5,1.973333,1.875,1.25,0.7725,0.38625,0.234583,0.178611,0.156875,0.138833,1
1539.257458,24.32,41.23,29.256667,21.9425,14.628333,7.659167,3.870833,3.3975,2.872917,2.154688,1.72375,1
1539.257458,2.36,2.65,6.9,18.9925,15.513333,7.756667,4.050833,3.405417,2.946528,2.209896,1.767917,1
1539.257458,33.13,43.1,28.733333,21.55,14.366667,7.528333,3.821667,3.368958,2.851111,2.138333,1.710667,1
1539.257458,15.4,35.335,29.256667,21.9425,14.628333,7.659167,3.84625,3.393333,2.872917,2.154688,1.72375,1
1539.257458,16.74,8.37,5.58,4.185,2.823333,1.411667,1.69,0.845,0.563333,0.4225,0.338,1
1577.383985,6.68,3.34,2.226667,1.67,1.113333,0.556667,0.278333,0.164167,0.109444,0.082083,0.065667,1
1577.383985,0.8,0.4,0.923333,1.04,0.86,0.595833,0.52,1.500625,1.298333,1.025,0.82,1
1953.402668,18.54,10.355,6.97,5.2275,3.485,1.7425,0.87125,0.435625,0.290417,0.217812,0.17425,1
1308.189127,0,0,0,0,0,0,0,0.008333,0.005556,0.004167,0.003333,1
1308.189127,?,?,?,?,?,?,?,0.004167,0.002778,0.004167,0.003333,0
905.056225,10.09,5.445,3.896667,3.0725,2.315,1.5575,1.237083,1.222083,0.904861,0.701562,0.56125,1
905.056225,8.72,4.76,3.44,2.73,2.086667,1.443333,1.18,1.193542,0.885833,0.687292,0.549833,1
1052.483753,0,0.2,0.133333,0.2,0.2,0.183333,0.183333,0.175,0.172222,0.170833,0.161667,1
